"id","version","addedelements","removedelements","description"
1798,"4.0.0","{plugin/poppler/gvloadimage_poppler.c,lib/circogen/circpos.h,lib/glcomp/glcomptextpng.h,lib/sfdpgen/sfdpinternal.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/pathplan/solvers.h,lib/common/logic.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,lib/neatogen/overlap.c,cmd/lefty/cs2l/cs2l.h,cmd/smyrna/glexpose.h,lib/ortho/ortho.h,lib/circogen/block.h,lib/neatogen/pca.h,lib/common/usershape.h,lib/osage/osage.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,cmd/gvedit/mainwindow.h,lib/edgepaint/intersection.h,cmd/dot/no_builtins.c,plugin/gdk/gvdevice_gdk.c,lib/dotgen/dot.h,tclpkg/tkstubs/tkInt.h,lib/circogen/circo.h,lib/common/htmllex.h,plugin/pango/gvgetfontlist.h,lib/neatogen/closest.h,lib/pathplan/pathgeom.h,lib/circogen/blockpath.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/circogen/blocktree.h,lib/fdpgen/comp.h,cmd/lefty/ws/x11/libfilereq/SF.h,cmd/tools/convert.h}","{plugin/poppler/gvloadimage_poppler.c,lib/circogen/circpos.h,lib/glcomp/glcomptextpng.h,lib/sfdpgen/sfdpinternal.h,plugin/glitz/gvdevice_glitz.c,plugin/glitz/gvplugin_glitz.c,lib/sfio/sftmp.c,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/pathplan/solvers.h,lib/common/logic.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,cmd/lefty/cs2l/cs2l.h,cmd/smyrna/glexpose.h,lib/neatogen/overlap.c,lib/ortho/ortho.h,lib/sfio/sfresize.c,lib/neatogen/pca.h,lib/circogen/block.h,cmd/tools/gvpack.c,lib/common/usershape.h,lib/cgraph/agxbuf.c,lib/osage/osage.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,cmd/gvedit/mainwindow.h,lib/edgepaint/intersection.h,cmd/dot/no_builtins.c,lib/ast/pathgetlink.c,lib/dotgen/dot.h,plugin/gdk/gvdevice_gdk.c,tclpkg/tkstubs/tkInt.h,lib/circogen/circo.h,lib/common/htmllex.h,plugin/pango/gvgetfontlist.h,lib/neatogen/closest.h,lib/pathplan/pathgeom.h,lib/ast/compat_unistd.h,lib/circogen/blockpath.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/circogen/blocktree.h,lib/fdpgen/comp.h,cmd/lefty/ws/x11/libfilereq/SF.h,cmd/tools/convert.h}","A nice easy issue for anyone to tackle if they get to it before me: a lot of code comments tell the reader to refer to CVS, but the code is now hosted using Git at Gitlab. I think we should just remove any comments referencing CVS."
1798,"5.0.0","{lib/circogen/circpos.h,lib/glcomp/glcomptextpng.h,lib/sfdpgen/sfdpinternal.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/pathplan/solvers.h,lib/common/logic.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,cmd/lefty/cs2l/cs2l.h,cmd/smyrna/glexpose.h,lib/neatogen/overlap.c,lib/ortho/ortho.h,lib/neatogen/pca.h,lib/circogen/block.h,lib/osage/osage.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/edgepaint/intersection.h,cmd/dot/no_builtins.c,lib/dotgen/dot.h,tclpkg/tkstubs/tkInt.h,lib/circogen/circo.h,lib/common/htmllex.h,plugin/pango/gvgetfontlist.h,lib/neatogen/closest.h,lib/pathplan/pathgeom.h,lib/circogen/blockpath.h,tclpkg/gv/gv_builtins.c,lib/ortho/partition.h,lib/circogen/blocktree.h,lib/fdpgen/comp.h,cmd/lefty/ws/x11/libfilereq/SF.h}","{lib/circogen/circpos.h,lib/glcomp/glcomptextpng.h,lib/sfdpgen/sfdpinternal.h,lib/neatogen/overlap.h,lib/neatogen/voronoi.h,lib/pathplan/solvers.h,lib/common/logic.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/circogen/block.c,lib/neatogen/overlap.c,cmd/lefty/cs2l/cs2l.h,cmd/smyrna/glexpose.h,lib/ortho/ortho.h,lib/circogen/block.h,lib/neatogen/pca.h,lib/osage/osage.h,cmd/gvmap/country_graph_coloring.h,cmd/smyrna/viewportcamera.h,lib/edgepaint/intersection.h,cmd/dot/no_builtins.c,lib/dotgen/dot.h,tclpkg/tkstubs/tkInt.h,lib/circogen/circo.h,lib/common/htmllex.h,plugin/pango/gvgetfontlist.h,lib/neatogen/closest.h,lib/pathplan/pathgeom.h,lib/circogen/blockpath.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/circogen/blocktree.h,lib/fdpgen/comp.h,cmd/lefty/ws/x11/libfilereq/SF.h}","A nice easy issue for anyone to tackle if they get to it before me: a lot of code comments tell the reader to refer to CVS, but the code is now hosted using Git at Gitlab. I think we should just remove any comments referencing CVS."
1753,"5.0.0","{lib/cgraph/strview.h,lib/circogen/block.c,lib/neatogen/overlap.c}","{lib/circogen/block.c,lib/neatogen/overlap.c}","## Steps to reproduce

Install Graphviz using the `CMake` installer, e.g. by following [these instructions](https://forum.graphviz.org/t/new-simplified-installation-procedure-on-windows/224#abbreviated-installation-instructions-recommended-for-users-with-installation-experience)

## Expected Behaviour

Being able to run `neato`, `gvpr`, `fdp` and others.

## Actual Behaviour

```
C:\Users\magja>neato
'neato' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>gvpr
'gvpr' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>fdp
'fdp' is not recognized as an internal or external command,
operable program or batch file.

```

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.44.1 (20200629.0846)`

## Additional info

Listing the files in the `CMake` and `MSBuild` installation and grepping for these programs gives this:
```
cmake-files2.txt:./bin/gvplugin_neato_layout.dll
cmake-files2.txt:./lib/gvplugin_neato_layout.lib
cmake-files2.txt:./lib/pkgconfig/libgvpr.pc
msbuild-files2.txt:./bin/fdpgen.lib
msbuild-files2.txt:./bin/gvplugin_neato_layout.dll
msbuild-files2.txt:./bin/gvplugin_neato_layout.exp
msbuild-files2.txt:./bin/gvplugin_neato_layout.lib
msbuild-files2.txt:./bin/gvpr.exe
msbuild-files2.txt:./bin/gvprlib.dll
msbuild-files2.txt:./bin/gvprlib.exp
msbuild-files2.txt:./bin/gvprlib.lib
msbuild-files2.txt:./bin/lneato.exe
msbuild-files2.txt:./bin/neatogen.lib
msbuild-files2.txt:./bin/sfdp.lib
```
I don't know what to make of this info, other than that `gvpr` seems to be included in the `MSBuild` installation."
1753,"4.0.0","{cmd/tools/gvpack.cpp,lib/circogen/block.c,lib/neatogen/overlap.c}","{lib/circogen/block.c,lib/neatogen/overlap.c}","## Steps to reproduce

Install Graphviz using the `CMake` installer, e.g. by following [these instructions](https://forum.graphviz.org/t/new-simplified-installation-procedure-on-windows/224#abbreviated-installation-instructions-recommended-for-users-with-installation-experience)

## Expected Behaviour

Being able to run `neato`, `gvpr`, `fdp` and others.

## Actual Behaviour

```
C:\Users\magja>neato
'neato' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>gvpr
'gvpr' is not recognized as an internal or external command,
operable program or batch file.

C:\Users\magja>fdp
'fdp' is not recognized as an internal or external command,
operable program or batch file.

```

## OS Version

Windows 10

## Graphviz Version

`dot - graphviz version 2.44.1 (20200629.0846)`

## Additional info

Listing the files in the `CMake` and `MSBuild` installation and grepping for these programs gives this:
```
cmake-files2.txt:./bin/gvplugin_neato_layout.dll
cmake-files2.txt:./lib/gvplugin_neato_layout.lib
cmake-files2.txt:./lib/pkgconfig/libgvpr.pc
msbuild-files2.txt:./bin/fdpgen.lib
msbuild-files2.txt:./bin/gvplugin_neato_layout.dll
msbuild-files2.txt:./bin/gvplugin_neato_layout.exp
msbuild-files2.txt:./bin/gvplugin_neato_layout.lib
msbuild-files2.txt:./bin/gvpr.exe
msbuild-files2.txt:./bin/gvprlib.dll
msbuild-files2.txt:./bin/gvprlib.exp
msbuild-files2.txt:./bin/gvprlib.lib
msbuild-files2.txt:./bin/lneato.exe
msbuild-files2.txt:./bin/neatogen.lib
msbuild-files2.txt:./bin/sfdp.lib
```
I don't know what to make of this info, other than that `gvpr` seems to be included in the `MSBuild` installation."
1740,"2.49.1","{lib/edgepaint/lab_gamut.c}","{lib/edgepaint/lab_gamut.c}","Add the following notes to the Winbuild page:
http://www.graphviz.org/doc/winbuild.html

1. Windows SDK 8.1 should be installed in Visual Studio 2019:
  - https://stackoverflow.com/questions/43704734/how-to-fix-the-error-windows-sdk-version-8-1-was-not-found
  - https://developer.microsoft.com/en-us/windows/downloads/sdk-archive/

2. MSVC v140 should be added
  - https://stackoverflow.com/questions/33154696/msbuild-error-the-builds-tools-for-v140-platform-toolset-v140-cannot-be-f"
1544,"5.0.1","{lib/neatogen/overlap.c}","{lib/neatogen/overlap.c}","When building without triangle support, the following function has an invalid signature:
https://gitlab.com/graphviz/graphviz/blob/master/lib/neatogen/overlap.c#L686"
2057,"8.0.2","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","## Steps to reproduce

Build for Windows x64 with CMake.

## Expected Behaviour

`gvToolTred` should be exported.

## Actual Behaviour

`gvToolTred` is not exported

## OS Version

Windows 10

## Graphviz Version

local build from main

## Additional info

It seems that GVC is using a def file for exports rather than annotating the exported interfaces.  This could be cleaned up with the proper use of a macro to indicate public interfaces."
1940,"6.0.2","{lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.h}","## Steps to reproduce

mingw32-make

## Expected Behaviour

Successful project building 

## Actual Behaviour

It fails on 6%
```
C:/Projects/MSYS2/mingw64/bin/../lib/gcc/x86_64-w64-mingw32/10.2.0/../../../../x86_64-w64-mingw32/bin/ld.exe: CMakeFiles\cdt.dir/objects.a(dtdisc.c.obj):dtdisc.c:(.bss+0x0): multiple definition of `Dtset'; CMakeFiles\cdt.dir/objects.a(dtclose.c.obj):dtclose.c:(.bss+0x0): first defined here
```
Full message log here: https://pastebin.com/3kR4JVxe

## OS Version

Windows 7 - 64
MSYS2
gcc 10.2.0

## Graphviz Version

2.46.0"
1785,"2.47.2","{lib/ast/sfstr.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,lib/edgepaint/lab_gamut.c,lib/ortho/partition.h}","{lib/inkpot/inkpot_xlate.c,lib/expr/exlexname.c,lib/ast/sfstr.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,lib/inkpot/data/xcolors.c,lib/edgepaint/lab_gamut.c,lib/inkpot/inkpot.c,lib/ast/pathbin.c,lib/inkpot/inkpot_scheme.c,lib/ortho/partition.h,lib/inkpot/inkpot_value.c}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
1697,"7.0.3","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","{lib/edgepaint/lab_gamut.c,lib/edgepaint/lab_gamut.h}","Dear Graphviz community,

First of all, many thanks for this wonderfull tool. I am using it for many purposes and it is very easy to use, fast and efficient.
I have currently linked graphviz to a C++ program to generate graphs.
My question is the following:
The program I am writing works perfectly fine with 32 bits version. However I would also like to create a 64 bits version.

**Is there a graphviz version for windows that is 64 bits?**

Many thanks for your answers.

Regards"
1868,"2.49.2","{lib/common/xml.c,lib/common/utils.h}","{lib/common/utils.h}","The current code base (608aab7b989cf33b48145e1c78abdd73f598fe44) has four implementations (that I have found so far) of XML string escaping:
* `xml_string` and friends in cmd/tools/gv2gxl.c
* `xml_string` and friends in cmd/smyrna/smyrna_utils.c
* `xml_string` and friends in lib/common/labels.c
* `html_string` and friends in plugin/core/gvrender_core_vml.c

The identical comments surrounding these implementations make it clear they were once copy-pasted from the same source. The lib/common one looks like the original and a comment in Smyrna even explains why this situation exists:

```c
/* many of these functions are available in libcommon.
 * We cannot use those because dependencies cause a great
 * deal of libcommon to be brought in, which complicates
 * and makes possible conflicts as some parts of libcommon
 * rely on not using libcgraph.
 */
```

As far as I'm aware, this situation no longer exists. libcgraph is the only graph library supported and there is no sensible way to use libcommon without libcgraph. However, a naive attempt to undo the Smyrna code duplication fails because:
1. A number of libcommon headers rely on something else being #included prior to them. lib/common/utils.h that contains the libcommon prototype for `xml_string` cannot be #included without other libcommon headers being #included prior to it.
2. A number of libcommon typedefs/prototypes conflict with other ones in Smyrna headers.

The situation is pretty messy and may require diagnosing and undoing the conflicting definitions one-by-one. But I think it's worth doing in service of paring back the number of XML string escaping variants we're maintaining to 1."
1785,"2.49.0","{cmd/gvmap/country_graph_coloring.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,lib/sfdpgen/sfdpinternal.h,cmd/dot/no_builtins.c,lib/ast/pathgetlink.c,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/neatogen/pca.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/fdpgen/comp.h,lib/gvc/gvcontext.c}","{cmd/gvmap/country_graph_coloring.h,cmd/smyrna/topviewdefs.h,lib/rbtree/misc.c,lib/vmalloc/vmbest.c,lib/sfdpgen/sfdpinternal.h,lib/vmalloc/vmhdr.h,cmd/dot/no_builtins.c,lib/ast/pathgetlink.c,lib/ast/pathexists.c,lib/neatogen/closest.h,lib/ast/strcopy.c,lib/edgepaint/lab_gamut.c,tclpkg/tcldot/no_builtins.c,lib/neatogen/pca.h,lib/ortho/partition.h,tclpkg/gv/gv_builtins.c,lib/fdpgen/comp.h,lib/gvc/gvcontext.c}","[I'm the libc++ maintainer]

I was trying to build Graphviz using the latest version of libc++ (the C++ Standard Library shipped with the Clang compiler, and used on Apple platforms), and I noticed the following error:

```
In file included from <graphviz>/blocks.cpp:22:
In file included from <graphviz>/blocks.h:32:
In file included from <toolchain>/usr/bin/include/c++/v1/set:427:
In file included from <toolchain>/usr/bin/include/c++/v1/__tree:17:
In file included from <toolchain>/usr/bin/include/c++/v1/algorithm:644:
In file included from <toolchain>/usr/bin/include/c++/v1/functional:512:
In file included from <graphviz>/Block.h:26:
In file included from <toolchain>/usr/bin/include/c++/v1/vector:274:
<toolchain>/usr/include/c++/v1/__bit_reference:172:38: error: no member named 'min' in namespace 'std::__1'
```

The issue is that we `#include <Block.h>` from <functional>, however Graphviz contains a block.h header (which is the same as Block.h on a case insensitive FS), and they collide. This triggers some circular dependency issue in libc++, which causes the build to fail. The root cause of the issue is that by including `<Block.h>` in libc++, we're potentially conflicting with a user-provided `<Block.h>` header. It would be better if `<Block.h>` were somehow namespaced, so that we know for sure we're not including a user provided header, however that's not the reality we live in.

I suggest fixing Graphviz in one of two ways:

1. Rename your `block.h` header to something else, or
2. Avoid adding `<graphviz>/lib/vpsc` to the include paths of the compiler. Instead, add `<graphviz>/lib` and then include `<vpsc/block.h>` from your code. This will effectively namespace the block.h header from your side, making sure that we don't find it when we include `<Block.h>` from libc++.

I acknowledge this is an annoying issue and I wish we had a better way of solving it from our side in libc++, however I can't think of a good solution from our side."
